,name,type,url_pics
39,40. Acento Cantones,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/13/e5/9b/8d/rollito-cantones-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/30/59/36/img-20181028-140019-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/11/25/f1/acento-cantones.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/4c/87/c6/carne.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/4c/87/e3/sd.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/4c/87/c1/rice.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/a2/da/34/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/4c/87/e3/sd.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/4c/87/c1/rice.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/a2/da/34/photo5jpg.jpg']"
40,41. El Winnie,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/12/18/42/8a/img-20180213-142054-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/b2/fc/38/sopa-de-tallarines-ccon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/4d/13/55/dsc-0384-largejpg.jpg']"
41,42. Joya Oriental,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/3e/f0/82/joya-oriental.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/83/bb/a5/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/97/59/86/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/9c/e6/6f/joya-oriental.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/3d/dc/ff/joya-oriental.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/a8/e5/cf/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/a6/6a/6e/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/a8/e5/cf/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/a6/6a/6e/photo0jpg.jpg']"
42,43. Casa Lee,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/89/3d/9a/interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/67/96/7a/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/89/3f/5f/casa-lee.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/67/96/79/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/da/92/93/pollo-cazuela-picante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/67/96/77/photo0jpg.jpg']"
43,44. Restaurante Xiongzai,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/38/ca/3c/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/46/c0/2c/restaurante-xiongzai.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/fa/89/af/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/fa/89/b2/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/fa/89/b0/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/fa/89/b1/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/86/23/4c/muy-bueno-todo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/7c/5d/91/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/b2/ff/6e/sopa-tallarines-y-ternera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/44/1d/32/restaurante-xiongzai.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/44/1d/32/restaurante-xiongzai.jpg']"
44,45. Wok Sun,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/10/4c/07/b6/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1b/23/5a/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/4c/03/71/deliciosa-comida-muy.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/44/02/98/20170514-111205-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/4c/07/b5/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/4c/03/72/deliciosa-comida-muy.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1b/23/58/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/4c/03/72/deliciosa-comida-muy.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1b/23/58/photo0jpg.jpg']"
45,46. Toy Panda Baos & Dim Sum,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/09/90/a9/77/toy-panda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/11/43/e7/baos-taiwaneses.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/10/11/4b/f0/dim-sum-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/10/11/43/c7/ensalada-picante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/11/4b/e8/inos-encanta-cuando-hay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/90/a9/66/toy-panda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/11/4b/d6/ibienvenidos-todos.jpg']"
46,47. Restaurant Chuanyu,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0d/02/4b/c6/pollo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/0b/12/b7/varios-platos.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/09/bb/ec/09/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/02/4b/b2/ternera-seca.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/02/4b/94/rana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/27/d9/b0/pasta-de-arroz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/27/d9/c8/panceta-con-apio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/02/4b/ca/ternera-con-apio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/27/d9/c8/panceta-con-apio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/02/4b/ca/ternera-con-apio.jpg']"
47,48. Shi-Shang,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/07/41/86/ca/shi-shang.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/41/86/cb/shi-shang.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/67/4b/10/helados-macedonia-y-flan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/97/22/0f/cantonese-rice.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/6e/00/2e/buffet.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/fa/5e/55/shi-shang.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/15/5b/9d/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/67/4a/bb/tallarines-ensalada-de.jpg']"
48,49. Tapas de China,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/17/a4/2d/17/platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/a4/2d/30/platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/a4/2d/00/platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/a4/2d/60/platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/a4/2c/28/berenjena.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/a4/2d/36/platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/a4/2d/36/platos.jpg']"
49,50. Ni Hao Sanchinarro,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/01/ea/31/0a/cocina-china.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/ea/31/08/maki-sushi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/eb/0c/77/sushi-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/eb/0c/75/maki-sushi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/eb/0c/70/vista-parcial-del-comedor.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/ea/31/05/vista-exterior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/eb/0c/72/exterior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/a2/6f/74/ni-hao-sanchinarro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/01/eb/0c/72/exterior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/a2/6f/74/ni-hao-sanchinarro.jpg']"
50,51. ChachaMoon,Chinese,['https://media-cdn.tripadvisor.com/media/photo-f/18/92/59/b3/img-20190730-135802-largejpg.jpg']
51,52. Palacio del Dragon,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0e/e6/88/83/i-should-say-beautiful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/86/12/79/20171215-220322-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/86/12/78/20171215-220200-largejpg.jpg']"
52,53. El Rey de Tallarines,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/12/7b/61/4d/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/5b/64/b2/el-rey-de-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/dd/63/73/img-20170401-224137-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/ae/bd/62/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/23/23/2c/el-rey-de-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/17/af/f7/el-rey-de-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/23/23/2d/el-rey-de-tallarines.jpg']"
53,54. Mulan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0d/05/f6/36/img-20160919-210257-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/0d/07/dd/mulan-salon-principal.jpg']"
54,55. Donghua House,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/78/d1/45/brochetas-de-tofu-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/78/cf/66/alitas-de-pollos-crujientes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/78/d1/71/sopa-de-tallarines-caseros.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/e2/33/3e/restaurant-bar.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/78/d1/8a/empanadillas-de-langostinos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/78/d5/d0/bombones-helados-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/78/d1/2c/taro-frito-con-salsa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/78/d5/d0/bombones-helados-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/78/d1/2c/taro-frito-con-salsa.jpg']"
55,56. Hero Hot-Pot,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0c/00/7f/80/chuanyu-hot-pot.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0c/00/7d/92/the-hero-hotpot.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/30/eb/da/welcome.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/dd/f6/95/20160409-145345-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/e8/4b/78/olla-caliente-o-hot-pot.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0b/12/3c/4e/coriander-beef.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0b/12/3c/4e/coriander-beef.jpg']"
56,57. Alta Cocina Oriental Jinode,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/06/f2/bd/b0/nice.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/76/89/d7/img-20201206-151724-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/76/89/d8/img-20201206-151255-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/76/89/d5/img-20201206-152940-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/76/89/dc/img-20201206-150457-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/b5/47/a0/img-20170628-134917-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/08/4b/90/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/da/12/be/quedamos-encantados.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/93/9e/57/riquisimo.jpg']"
57,58. Restaurante Guang Zhou,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/76/rollitos-de-langostinos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/6f/pollo-al-limon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/6c/pato-pekin-horneado-a.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/62/dim-sum-variado-kao-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/7d/teppanyaki-de-pollo-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/6a/gyozas-de-pollo-y-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/5f/arroz-thai-picante-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/78/teppanyaki-de-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/1a/77/73/pollo-frito-almendrado.jpg']"
58,59. Restaurante Sur,Chinese,['https://media-cdn.tripadvisor.com/media/photo-f/12/14/18/c7/ta-img-20180217-150505.jpg']
59,60. Sichuan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/08/c9/84/cc/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/74/72/10/20160809-210517-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/58/f4/2f/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/69/ec/c1/sopa-agripicante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/74/72/0f/20160809-210505-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/74/72/11/20160809-210741-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/74/72/12/20160809-211329-largejpg.jpg']"
60,61. Hong Kong 70,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/58/xie-rou-xia-ren-shaomai.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/7c/vieira-en-su-concha-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/69/degustacion-de-carnes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/52/repollo-chino-con-panceta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/89/cazuela-de-arroz-al-horno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/cd/varios-platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/1f/pato-asado-hong-kong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/74/vieira-en-su-concha-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/1f/pato-asado-hong-kong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/40/c3/74/vieira-en-su-concha-con.jpg']"
61,62. La Villa,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/b9/6c/b8/todo-muy-rico-y-a-un.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/76/f5/dd/tempura-de-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/76/f5/ac/pollo-al-limon-y-tallarines.jpg']"
62,63. Guo Rong,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/22/54/b5/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/c5/59/e1/super-recomendable-pescado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/40/92/2a/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/22/54/b3/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/22/54/b8/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/22/54/b8/photo5jpg.jpg']"
63,64. Zen Market,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1a/3e/9f/e2/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/c8/e3/90/carabinero.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/c8/e3/79/tartar.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/ff/c8/18/20191107-220903-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/01/0e/72/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/01/0e/72/photo0jpg.jpg']"
64,65. Mo Restaurante,Chinese,"['https://media-cdn.tripadvisor.com/media/daodao/photo-f/0d/74/52/3f/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0d/74/52/3a/caption.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0d/74/52/3b/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/f6/3c/be/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0d/74/52/40/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0f/49/ff/1e/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0d/61/c3/86/caption.jpg']"
65,66. Casa Guanchao,Chinese,['https://media-cdn.tripadvisor.com/media/photo-s/1c/71/d5/59/photo1jpg.jpg']
66,67. Tropikal Luxury Buffet,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/81/29/91/menu-niguiri-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/29/8f/menu-mango-roll.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/29/8e/menu-crazy-tuna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/28/f5/tartar-salmon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/28/f1/tratar-atun.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/28/f0/sashimi-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/25/e9/solomillo-teriyaki.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/28/dc/maki-volcano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/25/e9/solomillo-teriyaki.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/81/28/dc/maki-volcano.jpg']"
67,68. Xiangzili,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/11/8c/df/98/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/18/2c/42/calle-libreros18-callao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/8c/5e/1d/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/8c/5e/1a/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/8c/5e/1b/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/10/6f/5a/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/18/2c/43/calle-libreros18-callao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/18/2c/45/calle-libreros18-callao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/18/2c/43/calle-libreros18-callao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/18/2c/45/calle-libreros18-callao.jpg']"
68,69. Restaurante Kokochin,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/42/espacio-asiatico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/40/gran-mesa-redonda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/3f/cuidamos-todos-los-detalles.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/3e/salones-acogedores.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/3c/decoracion-de-kokochin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/3a/bowl.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/36/torrezno-de-macao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/2c/surtido-de-dim-sum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/2b/jiaozi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/36/torrezno-de-macao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/2c/surtido-de-dim-sum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/63/c9/2b/jiaozi.jpg']"
69,70. Shan Hai City,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0a/8c/d8/b4/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/fb/a9/01/menu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/e3/06/a6/fachada-del-restaurante.jpg']"
70,71. Restaurante Hutong,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/18/6a/eb/98/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e7/54/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e6/9a/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e6/a9/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e6/bf/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e6/5e/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/ec/2b/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e6/6e/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/ec/2b/restaurante-chino-hutong.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/6a/e6/6e/restaurante-chino-hutong.jpg']"
71,72. Chino Fulitu,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/71/0d/b9/sala-restaurante-fulitu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/71/13/09/comida-restaurante-fulitu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/71/12/de/copas-restaurante-fulitu.jpg']"
72,73. Dong Feng,Chinese,['https://media-cdn.tripadvisor.com/media/photo-f/06/c0/a8/24/dong-feng.jpg']
73,74. Xiong Zi Jie Chan Fang,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/18/56/e6/57/bao-de-pato-asado-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/06/photo6jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/01/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/05/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/04/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/00/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/07/photo7jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/00/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/76/d5/07/photo7jpg.jpg']"
74,75. Mandarin,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/23/e7/36/20170430-154445-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/5e/c2/d5/20171124-152955-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/c1/b8/38/nigiris-de-pez-mantequilla.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/71/e8/c4/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/7a/8a/80/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/c8/16/db/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/7a/8a/80/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/c8/16/db/photo1jpg.jpg']"
75,76. Kintaro,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/61/d3/23/the-hall-you-were-not.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/3e/10/94/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/3e/10/95/photo2jpg.jpg']"
76,77. Casa de Jin,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/08/c1/56/53/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/02/30/a0/ternera-con-bambu-y-arroz.jpg']"
77,78. Asian Restaurant,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/f4/a1/19/img-20181024-145848-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/ad/c8/16/asian-restaurant.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/1a/10/71/32/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/1a/11/22/a2/asian-restaurant.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/1a/10/71/33/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/a4/c6/a3/ta-img-20191015-231328.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/a4/c6/a3/ta-img-20191015-231328.jpg']"
78,79. Guang Dong City,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/41/c4/8b/ternera-con-salsa-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/e1/e4/fb/20171117-223104-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/56/7d/16/pato-a-la-naranja.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/4a/aa/88/guang-dong-city-ternera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/41/c4/9b/tallarines-con-gambas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/41/c4/4f/arroz-tres-delicias.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/56/7d/02/tallarines-de-arroz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/4a/a8/91/guang-dong-city-salon.jpg']"
