,name,type,url_pics
41,42. Gyoba,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/24/50/ed/94/gyoba.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e6/22/shao-mai-de-gambas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e5/fa/nigiri-de-salmon-flambeado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e5/97/uramaki-jamon-salmon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e4/c9/gyoba-bowl-quinoa-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e4/37/tartar-de-salmon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e3/eb/tempura-de-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e3/c7/fideos-caseros-a-la-plancha.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/50/e3/3b/bibimbap-arroz-coreano.jpg']"
42,43. Lee,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/15/89/ec/6d/curry-mmmm.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/55/fb/a6/la-tapadera-de-dim-sum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/89/ec/54/summer-rolls-papel-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/89/ec/4d/el-famoso-banofee-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/89/ec/74/disfruta-de-nuestros.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/55/fc/1f/la-tapadera-de-dim-sum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/89/ec/66/noodles.jpg']"
43,44. Bar Restaurant Phi,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/20/4b/a5/d0/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/20/4b/a5/cf/photo1jpg.jpg']"
44,45. Restaurant Xines Gracia,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/68/23/bc/cimg1144-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/68/23/bd/cimg1143-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/68/23/bf/cimg1142-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/68/23/c0/cimg1141-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/db/37/41/tallarines-tres-delicias.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/db/43/f8/kubak-con-gambas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/4b/84/36/here-it-is.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/db/43/f8/kubak-con-gambas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/4b/84/36/here-it-is.jpg']"
45,46. Tang Ren Mei Shi,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/14/c5/06/61/img-20180923-212457-579.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/c5/06/5b/20180923-144212-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/c5/06/5e/img-20180923-172838-220.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/c5/06/63/20180923-142449-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/c5/06/62/20180923-142522-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/c5/06/5f/img-20180923-210925-669.jpg']"
46,47. Tapa de China,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/ed/f5/75/img-20191104-130938-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/3d/51/72/our-meal-handmade-noodle.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/c3/9a/34/20210313-135332-largejpg.jpg']"
47,48. Chao Yue,Chinese,['https://media-cdn.tripadvisor.com/media/daodao/photo-f/16/92/1a/9b/photo1jpg.jpg']
48,49. Casa de Waipo,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/27/a1/a7/0b/casa-de-waipo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/a1/a7/0a/casa-de-waipo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/a1/a7/09/casa-de-waipo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/a1/a7/08/casa-de-waipo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/a1/a7/06/casa-de-waipo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/a1/a6/e7/casa-de-waipo.jpg']"
49,50. Sabor Jiang,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/8d/02/63/cangrejo-al-vapor.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/8d/02/14/gan-guo-yang-yu-patatas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/9e/76/f2/ternera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/8d/02/38/ma-po-tofu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/9e/77/1b/pato-ahumado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/8d/01/f8/yu-xiang-rou-si-lomo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/9e/76/bb/calamar-salteada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/9e/77/01/vieiras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/9e/76/bb/calamar-salteada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/9e/77/01/vieiras.jpg']"
50,51. DaZhong Restaurante Xine,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/5c/3a/51/dazhong-restaurante-xine.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/84/33/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-s/15/c3/bc/3e/photo0jpg.jpg']"
51,52. Restaurante Sichuan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/97/f7/54/cazuela-de-arroz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/f7/aa/tofu-frescos-con-huevos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/f6/e4/ensalada-de-pepinos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/9c/8e/c9/cazuela-de-arroz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/d1/75/pies-de-cerdo-con-sal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/f6/fd/cazuela-de-berenjena.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/f7/ef/puding-de-carne-con-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/ec/4b/c4/cordero-frito-con-picante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/ec/4b/47/caption.jpg']"
52,53. Shanghai 1930,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fc/c6/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fd/2c/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fd/1c/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fc/ff/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fc/dd/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fd/eb/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fc/e2/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fd/d6/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fc/e2/shanghai-1930.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/5e/fd/d6/shanghai-1930.jpg']"
53,54. Ta-Tung,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/15/1c/cb/80/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1c/cb/81/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1c/cb/7f/photo0jpg.jpg']"
54,55. He Cheng,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/d2/ab/3d/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/26/24/d0/a-pesar-de-que-la-entrada.jpg']"
55,56. La Cocina de Wong,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/c6/siu-pai-gwat-o-costillas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/be/cerdo-agridulce-recibiras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/cc/langostinos-con-salsa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/c3/chasiu-huevo-no-incluido.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/c5/si-jiu-cheng-pai-gwat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/e7/filete-de-pescado-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/e5/filete-de-pescado-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/dd/mucho-rollo-y-mucho-rollo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/e5/filete-de-pescado-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/44/7d/dd/mucho-rollo-y-mucho-rollo.jpg']"
56,57. Qi Xin Mian Guan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0d/45/83/81/20160922-141719-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/39/f1/3c/photo0jpg.jpg']"
57,58. Sibo Chinese Gastro Bar,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/23/e3/ea/pan-chino-hecho-a-mano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/2a/12/ef/sichuan-street-style.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/2a/18/4b/sichuan-style-slow-braised.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/ad/8b/a4/platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/2a/13/88/taiwanese-street-style.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/ad/8c/b1/dim-sum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/ad/8c/b1/dim-sum.jpg']"
58,59. El Bund 18,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/19/58/d9/9b/20190921-164159-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/58/d9/9d/20190921-164129-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/c1/27/82/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/b5/51/aa/img-20190307-214625-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/c1/27/83/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/c1/27/83/photo2jpg.jpg']"
59,60. Xino Mandarino,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-o/17/69/e6/0c/xino-mandarino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/bc/a0/3d/xino-mandarino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/90/13/e3/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/bc/a0/53/xino-mandarino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/bc/a0/34/xino-mandarino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/90/13/e4/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/bc/a0/34/xino-mandarino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/90/13/e4/photo3jpg.jpg']"
60,61. Restaurante Lys,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/12/8b/c0/2d/restaurante-lys.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/dd/97/f4/restaurante-lys.jpg']"
61,62. Noodle Rice,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/27/07/7a/21/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/29/03/5f/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/56/b1/6d/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/56/b1/6c/caption.jpg']"
62,63. Restaurante Chengdu,Chinese,[]
63,64. Jardin J L Restaurante,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/15/b4/26/48/img-20181212-152047-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/b4/26/49/img-20181212-152054-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/b4/26/46/img-20181212-152040-largejpg.jpg']"
64,65. Kaixuan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/07/3a/09/62/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/3a/09/3c/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/3a/09/40/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/07/3a/09/75/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/3a/09/66/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/07/3a/09/55/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/65/bc/a1/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/3a/09/49/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/07/3a/09/55/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/65/bc/a1/kaixuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/3a/09/49/kaixuan.jpg']"
65,66. Retaurante Chino La Paz,Chinese,[]
66,67. Asiatico Arce,Chinese,[]
67,68. Restaurante Prosperidad,Chinese,[]
68,69. Restaurante Zhe Yi Jia,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0e/9e/55/f8/restaurante-zhe-yi-jia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/9e/56/04/restaurante-zhe-yi-jia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/9e/55/f9/restaurante-zhe-yi-jia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0e/9e/56/02/restaurante-zhe-yi-jia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/a3/aa/7a/dsc-0541-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0e/9e/56/00/restaurante-zhe-yi-jia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0e/9e/58/79/comida-china-tradicional.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/a3/aa/7d/dsc-0539-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0e/9e/58/79/comida-china-tradicional.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/a3/aa/7d/dsc-0539-largejpg.jpg']"
69,70. Restaurante Hang Zhou,Chinese,[]
70,71. Palacio Pekin,Chinese,[]
71,72. DaZhong Yin Xiang,Chinese,[]
72,73. Confucio,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/10/80/19/43/20170831-202148-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/80/19/46/20170831-200817-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/80/19/40/20170831-202249-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ff/16/3a/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ff/16/39/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ff/16/38/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ff/16/36/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/80/19/45/20170831-201112-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ff/16/36/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/80/19/45/20170831-201112-largejpg.jpg']"
73,74. Restaurante Chino Central Nou,Chinese,[]
74,75. Bar Restaurant d'Arago,Chinese,[]
75,76. Dim Sum Cantonesas,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/af/7b/d9/20191006-140525-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0c/22/39/dd/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/40/63/c8/img-20170812-210500-hdr.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/ae/0e/08/roasted-meat-rice.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0c/22/39/cd/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/ae/0d/d0/fried-noodles.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/ae/0d/d0/fried-noodles.jpg']"
76,77. Canton Food,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/97/c5/df/berenjenas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/97/c5/e3/pato-al-estilo-cantones.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/97/c5/e2/shumai-d-carne-al-vapor.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/be/77/sopa-de-arroz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/97/bd/d0/la-entrada.jpg']"
77,78. Xian Restaurant,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0a/22/a3/91/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/d9/e9/2a/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/a7/58/5b/img-20181208-wa0008-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/d9/e9/28/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/22/a3/92/photo4jpg.jpg']"
78,79. Dumpling Bar,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/19/4c/19/02/variedad-de-dumplings.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/05/25/a8/photo0jpg.jpg']"
79,80. 101 Dim Sum - Poblenou,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/17/empanadillas-de-iberico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/16/gyozas-al-vapor.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/11/costillas-al-vapor-a.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/0f/shaomai.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/0d/empanadillas-de-gambas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/0b/pan-de-natillas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/c6/90/06/los-mejores-dim-sum-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/26/c6/90/03/cocina-sana-y-natural.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/26/c6/90/01/productos-frescos-y-de.jpg']"
80,81. Feng Wei Cafeteria,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/bd/2d/c8/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/bd/2d/c9/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/bd/2d/c7/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/90/63/0f/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/90/63/0b/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/90/63/0d/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/90/63/0d/photo3jpg.jpg']"
81,82. Casa Fong,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/10/07/79/97/abierto-todos-los-dias.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/07/79/fa/disponemos-de-barra-bebidas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/07/79/79/un-buen-restaurante-al.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/07/79/c2/un-restaurante-calido.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/e5/0f/80/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/e5/0f/7e/photo0jpg.jpg']"
82,83. Xing Long Zhai,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/e7/62/14/sepia-con-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/e7/62/43/churrasco-con-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-s/15/fb/ee/6a/xing-long-zhai.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/e7/61/0f/arroz-con-ternera-en.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/e7/61/e0/ternera-con-tallarines.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/e7/61/e0/ternera-con-tallarines.jpg']"
83,84. Jiang Zhe,Chinese,[]
84,85. El Oso Panda,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/10/c4/a6/4f/decoracion.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/c4/a5/95/tang-mian.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/c4/a5/57/dou-hua-mi-xian.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/b7/2b/59/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/2f/9c/41/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/2f/9c/41/photo3jpg.jpg']"
85,86. Dami,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1d/79/f5/2c/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/79/f4/bb/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/79/f5/4b/caption.jpg']"
86,87. Gran Mundo,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0d/7a/5c/b4/ta-img-20161031-210648.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/7a/5c/b2/ta-img-20161031-210606.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/6b/06/5f/gran-mundo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/6b/05/c7/gran-mundo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/27/04/63/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/6b/05/f3/gran-mundo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/6b/06/40/gran-mundo.jpg']"
87,88. Ying Bin Jiu Lou,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/91/e5/e9/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/91/e5/e8/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/79/78/ad/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/79/78/ac/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/79/78/ab/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/79/78/aa/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/79/78/ab/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/79/78/aa/photo1jpg.jpg']"
88,89. Restaurante Chongqing Huo Guo,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/18/a6/f3/79/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/a6/f3/7b/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/8a/81/1a/photo0jpg.jpg']"
89,90. Hai Tian,Chinese,[]
90,91. Kao Dim Sum,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/53/ea/7d/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/ed/a7/98/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/53/ea/78/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/07/99/24/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/f4/b6/1a/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/07/99/2e/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/90/cf/73/photo2jpg.jpg']"
91,92. Uniko,Chinese,['https://media-cdn.tripadvisor.com/media/photo-s/1c/84/e0/d2/photo0jpg.jpg']
92,93. Restaurante Mei Hua,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/74/76/94/20201223-152725-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/b2/5e/a4/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/ab/74/e0/20200730-143555-largejpg.jpg']"
93,94. Restaurant Xines Peking Segle XXI,Chinese,['https://media-cdn.tripadvisor.com/media/photo-s/13/ec/23/34/photo0jpg.jpg']
94,95. Catalunya,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/05/cf/78/e9/awesome-tapas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/de/74/b4/20161213-144009-largejpg.jpg']"
95,96. Restaurante Japones Wok Arc de Triomf,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/c3/b1/7a/vis-en-schaaldieren-op.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/61/8b/89/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/ea/c1/3f/fritto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/08/39/cf/restaurante-japones-wok.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/be/5e/9b/restaurante-japones-wok.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/be/5e/9b/restaurante-japones-wok.jpg']"
96,97. Restaurant Nordest,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/34/0c/cb/beef-fried-rice.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/34/0c/ce/fried-sweet-and-sour.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/d9/e2/e2/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/15/ba/f0/sopa-picante-marisco.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/65/ae/87/restaurant-nordest.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/34/0c/d2/cabbage-with-garlic.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/d9/e2/e1/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/ad/fa/b7/restaurant-nordest.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/d9/e2/e1/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/ad/fa/b7/restaurant-nordest.jpg']"
